timestamp,Vol_10d,Vol_20d,Vol_30d,Vol_60d,Vol_90d,Vol_120d,Vol_252d
2024-11-05,0.10691211554964719,0.09981639340076225,0.09542034630414904,0.10163737486669705,0.11583600256083756,0.12340481349601001,0.13059177571154412
2024-11-06,0.18341319426598435,0.15051452686973285,0.1315321372406178,0.11940045295611341,0.1270540414314343,0.13159492020949623,0.13358257255635525
2024-11-07,0.20655890366865057,0.16012746640491093,0.13926370789323228,0.12309530172327217,0.12665523603897472,0.1321612264898527,0.13401374712242442
2024-11-08,0.20824505231727464,0.16264059799854194,0.14172402567159006,0.12369769008518558,0.12702928318368958,0.13001627396785667,0.13423849110082955
2024-11-10,0.1958897195609483,0.16046466042328736,0.1416657758451843,0.12368123188953452,0.12694491749765494,0.130006815173842,0.13422832792720077
2024-11-11,0.21482923971448326,0.17535850540607723,0.1572862259017763,0.13326102601780268,0.13282661091872763,0.13463986231099237,0.1364105149740501
2024-11-12,0.2112342999526158,0.1770800932205739,0.15803251754394493,0.1348820049423293,0.1327183084981063,0.1352564728931944,0.1367496237559068
2024-11-13,0.21242333995127352,0.17933983073207382,0.1602193229796605,0.13684463386006335,0.13191616679644952,0.1354613563166743,0.13719817900142905
2024-11-14,0.2103026077274275,0.1736475284431306,0.15758432619626508,0.1358836029027321,0.13197865997301822,0.1344317130142529,0.137029593941261
2024-11-15,0.20936386691530748,0.17230857966960586,0.1546658343430554,0.13483111842494783,0.13200304929608572,0.13448061712768364,0.13705762393182558
2024-11-17,0.2101008556790592,0.17193449248975834,0.15535176164008152,0.1350116311178013,0.13210805156420127,0.13453693792817442,0.1370731304588692
2024-11-18,0.19128592582590212,0.18261868616149882,0.16275205804049758,0.13843358236930897,0.13192210936866486,0.13622857186447168,0.13787003276233742
2024-11-19,0.17476404151855254,0.18669508853354455,0.16436184578019153,0.13914791120081743,0.1315377813849167,0.13665484046755522,0.13803231038219912
2024-11-20,0.17706288033968928,0.1883169715465193,0.16483455107908104,0.13946434465850027,0.13184356028062955,0.13589571244979146,0.13813403144459302
2024-11-21,0.1809076144972384,0.1847750920494964,0.16443838761671323,0.1352387450837799,0.12953156852199457,0.13607546207369445,0.13823098928279118
2024-11-22,0.15116538447600084,0.1963736045490289,0.1698180594495073,0.13883498754067558,0.13237496694864742,0.13671900443686577,0.1390602773178805
2024-11-25,0.25972747611669256,0.23546156817454877,0.20476083268890077,0.16171595662534433,0.14892459922421597,0.14880736137198602,0.14465262315149213
2024-11-26,0.25460445925234176,0.23855906799078297,0.20672654968777365,0.16255801361948694,0.14615692425685747,0.1483554279209357,0.14483818753579028
2024-11-27,0.25354423980196417,0.23872933477237096,0.2045955699017565,0.16235983586371663,0.1458900140277833,0.14835908281773652,0.14461389689525445
2024-11-28,0.2524770541657835,0.238874218032058,0.20329491547541106,0.16185808030873575,0.14544877053724203,0.1483210222632868,0.1445596617952875
2024-11-29,0.2525340451522966,0.23918927455286942,0.203247772794617,0.16061796606673956,0.14550757664956085,0.14626885780642485,0.1445970187256216
2024-12-01,0.24286149285170247,0.21440919464110067,0.20246989013399713,0.15840289044886222,0.14194800060031176,0.14625242406189046,0.14460447519050956
2024-12-02,0.23960358615640007,0.2055405161936386,0.20229097869582197,0.15844097557228984,0.14198599518083366,0.14626934276319878,0.14450939313116976
2024-12-03,0.23705853421588358,0.20375642418883144,0.20194378203579694,0.1584104367476202,0.14196250890771295,0.14609313318941608,0.1445103060506366
2024-12-04,0.23500421008181868,0.20411513768898595,0.198995087880496,0.15655602591840695,0.14191137886064942,0.14373146572008813,0.14445593306499888
2024-12-05,0.21291911630448207,0.18736673082761449,0.19880187452429243,0.15707261697140093,0.14236816323787801,0.14399005941279633,0.14388195710408028
2024-12-06,0.06236711485850117,0.18386714538221086,0.19543022388822157,0.15656214238866725,0.1412307859081796,0.1436127447887176,0.1438916012802039
2024-12-08,0.0478865416038514,0.17909700762893194,0.1956474243096089,0.15629187415258577,0.14038616817757255,0.14095651082421046,0.14385356751549852
2024-12-09,0.06177541976461368,0.1802119340427506,0.19741015668271286,0.15712838632368722,0.14093949468693884,0.14124939689407295,0.1439730140182758
2024-12-10,0.0870535594848209,0.18393512689142139,0.20159453636670974,0.15784416460930845,0.14247925235616857,0.14194921158657597,0.14441446619848028
